unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
65875150,2025-08-18 01:09:09,,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,,GREAT KILLS PARK,GREAT KILLS PARK,,,,,PLACE,,,,In Progress,,,,Unspecified STATEN ISLAND,5050670001.0,STATEN ISLAND,949171.0,136937.0,MOBILE,Great Kills Park,STATEN ISLAND,,,,,,,,40.542466596248126,-74.12621254085983,"
,  
(40.542466596248126, -74.12621254085983)"
65878237,2025-08-18 01:08:36,,DSNY,Department of Sanitation,Residential Disposal Complaint,Bin Not Used,Sidewalk,11238.0,542 WASHINGTON AVENUE,WASHINGTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,WASHINGTON AVENUE,,In Progress,,,,02 BROOKLYN,3020120041.0,BROOKLYN,994043.0,187952.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68255617216926,-73.96469125313507,"
,  
(40.68255617216926, -73.96469125313507)"
65881702,2025-08-18 01:08:33,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10472.0,1770 EAST  172 STREET,EAST  172 STREET,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,ADDRESS,BRONX,EAST  172 STREET,,In Progress,,,,09 BRONX,2037850025.0,BRONX,1020812.0,242703.0,PHONE,Unspecified,BRONX,,,,,,,,40.8327633790934,-73.8678777382694,"
,  
(40.8327633790934, -73.8678777382694)"
65878930,2025-08-18 01:08:08,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419.0,129-18 95 AVENUE,95 AVENUE,129 STREET,130 STREET,129 STREET,130 STREET,ADDRESS,SOUTH RICHMOND HILL,95 AVENUE,,In Progress,,,2025-08-18T02:22:00.000,09 QUEENS,,QUEENS,1034403.0,192408.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69465017566233,-73.81913999706657,"
,  
(40.69465017566233, -73.81913999706657)"
65879881,2025-08-18 01:08:06,2025-08-18 02:30:02,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Store/Commercial,10451.0,851 GRAND CONCOURSE,GRAND CONCOURSE,EAST 158 STREET,EAST 159 STREET,EAST  158 STREET,EAST  159 STREET,ADDRESS,BRONX,GRAND CONCOURSE,,Closed,,The person has refused services from the mobile outreach response team.,2025-08-18T02:29:40.000,04 BRONX,2024680001.0,BRONX,1005532.0,240238.0,PHONE,Unspecified,BRONX,,,,,,,,40.826047700758245,-73.92310208735978,"
,  
(40.826047700758245, -73.92310208735978)"
65880794,2025-08-18 01:07:47,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10472.0,1779 EAST  172 STREET,EAST  172 STREET,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,ADDRESS,BRONX,EAST  172 STREET,,In Progress,,,,09 BRONX,2038750001.0,BRONX,1020883.0,242722.0,ONLINE,Unspecified,BRONX,,,,,,,,40.83281523435277,-73.86762106576876,"
,  
(40.83281523435277, -73.86762106576876)"
65880732,2025-08-18 01:07:00,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466.0,4188 BARNES AVENUE,BARNES AVENUE,EAST  232 STREET,EAST  233 STREET,EAST  232 STREET,EAST  233 STREET,ADDRESS,BRONX,BARNES AVENUE,,In Progress,,,2025-08-18T02:04:25.000,12 BRONX,2048570082.0,BRONX,1024441.0,264366.0,ONLINE,Unspecified,BRONX,,,,,,,,40.89220592066447,-73.85463391801748,"
,  
(40.89220592066447, -73.85463391801748)"
65878918,2025-08-18 01:06:52,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456.0,960 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  163 STREET,EAST  164 STREET,EAST  163 STREET,EAST  164 STREET,ADDRESS,BRONX,SHERIDAN AVENUE,,In Progress,,,,04 BRONX,2024550006.0,BRONX,1006433.0,241216.0,MOBILE,Unspecified,BRONX,,,,,,,,40.828729813728536,-73.91984328651772,"
,  
(40.828729813728536, -73.91984328651772)"
65878922,2025-08-18 01:05:19,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368.0,108-33 37 AVENUE,37 AVENUE,108 STREET,109 STREET,108 STREET,109 STREET,ADDRESS,CORONA,37 AVENUE,,In Progress,,,,03 QUEENS,4017520027.0,QUEENS,1023151.0,213990.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75394406642466,-73.85959173872189,"
,  
(40.75394406642466, -73.85959173872189)"
65877023,2025-08-18 01:05:08,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456.0,960 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST  163 STREET,EAST  164 STREET,EAST  163 STREET,EAST  164 STREET,ADDRESS,BRONX,SHERIDAN AVENUE,,In Progress,,,,04 BRONX,2024550006.0,BRONX,1006433.0,241216.0,MOBILE,Unspecified,BRONX,,,,,,,,40.828729813728536,-73.91984328651772,"
,  
(40.828729813728536, -73.91984328651772)"
65877904,2025-08-18 01:04:53,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11434.0,172-32 AMELIA ROAD,AMELIA ROAD,172 STREET,MERRILL STREET,172 STREET,MERRILL STREET,ADDRESS,JAMAICA,AMELIA ROAD,,In Progress,,,,12 QUEENS,4123890307.0,QUEENS,1047332.0,188325.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68336060346723,-73.77255430601618,"
,  
(40.68336060346723, -73.77255430601618)"
65880564,2025-08-18 01:04:47,2025-08-18 01:40:27,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033.0,583 WEST  177 STREET,WEST  177 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  177 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-08-18T01:40:29.000,12 MANHATTAN,1021330087.0,MANHATTAN,1002200.0,247696.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84652514649546,-73.93512158644499,"
,  
(40.84652514649546, -73.93512158644499)"
65876108,2025-08-18 01:04:13,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11374.0,64-45 BOOTH STREET,BOOTH STREET,64 ROAD,65 ROAD,64 ROAD,65 ROAD,ADDRESS,REGO PARK,BOOTH STREET,,In Progress,,,,06 QUEENS,4030850002.0,QUEENS,1022827.0,204455.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.72777431608943,-73.86081585685756,"
,  
(40.72777431608943, -73.86081585685756)"
65880797,2025-08-18 01:03:45,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451.0,825 GERARD AVENUE,GERARD AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,,,04 BRONX,2024830015.0,BRONX,1004754.0,240171.0,MOBILE,Unspecified,BRONX,,,,,,,,40.82586564519824,-73.92591342579004,"
,  
(40.825865645198235, -73.92591342579004)"
65877033,2025-08-18 01:03:28,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213.0,MONTGOMERY STREET,MONTGOMERY STREET,MONTGOMERY STREET,SCHENECTADY AVENUE,MONTGOMERY STREET,SCHENECTADY AVENUE,INTERSECTION,,,,In Progress,,,2025-08-18T02:47:06.000,09 BROOKLYN,,BROOKLYN,1002475.0,181377.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66449593427242,-73.93430739062177,"
,  
(40.66449593427242, -73.93430739062177)"
65874666,2025-08-18 01:02:38,2025-08-18 01:19:34,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11205.0,978 KENT AVENUE,KENT AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,ADDRESS,BROOKLYN,KENT AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-08-18T01:19:38.000,03 BROOKLYN,3019250056.0,BROOKLYN,995705.0,191053.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69106571096791,-73.95869362623361,"
,  
(40.691065710967905, -73.95869362623361)"
65878217,2025-08-18 01:02:32,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11235.0,3232 SHORE PARKWAY,SHORE PARKWAY,HOMECREST AVENUE,EAST   13 STREET,HOMECREST AVENUE,EAST   13 STREET,ADDRESS,BROOKLYN,SHORE PARKWAY,,In Progress,,,,15 BROOKLYN,3087650019.0,BROOKLYN,996399.0,152362.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.58486627676468,-73.95626074893555,"
,  
(40.58486627676468, -73.95626074893555)"
65875184,2025-08-18 01:02:28,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11374.0,64-45 BOOTH STREET,BOOTH STREET,64 ROAD,65 ROAD,64 ROAD,65 ROAD,ADDRESS,REGO PARK,BOOTH STREET,,In Progress,,,,06 QUEENS,4030850002.0,QUEENS,1022827.0,204455.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.72777431608943,-73.86081585685756,"
,  
(40.72777431608943, -73.86081585685756)"
65877950,2025-08-18 01:02:20,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229.0,2051 EAST   18 STREET,EAST   18 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   18 STREET,,In Progress,,,,15 BROOKLYN,3073230061.0,BROOKLYN,997093.0,157971.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60026087581808,-73.95375152490155,"
,  
(40.60026087581808, -73.95375152490155)"
65879462,2025-08-18 01:02:01,2025-08-18 01:41:57,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11221.0,125 CENTRAL AVENUE,CENTRAL AVENUE,TROUTMAN STREET,STARR STREET,TROUTMAN STREET,STARR STREET,ADDRESS,BROOKLYN,CENTRAL AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-08-18T01:41:59.000,04 BROOKLYN,3031850001.0,BROOKLYN,1004107.0,194289.0,PHONE,Fermi Playground,BROOKLYN,,,,,,,,40.69993291413077,-73.92838674649397,"
,  
(40.69993291413077, -73.92838674649397)"
65876107,2025-08-18 01:01:24,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451.0,825 GERARD AVENUE,GERARD AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,,,04 BRONX,2024830015.0,BRONX,1004754.0,240171.0,MOBILE,Unspecified,BRONX,,,,,,,,40.82586564519824,-73.92591342579004,"
,  
(40.825865645198235, -73.92591342579004)"
65876048,2025-08-18 01:00:57,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,11377.0,35-46 65 STREET,65 STREET,BROADWAY,37 AVENUE,BROADWAY,37 AVENUE,ADDRESS,WOODSIDE,65 STREET,,In Progress,,,,02 QUEENS,4012040001.0,QUEENS,1012612.0,212239.0,ONLINE,Unspecified,QUEENS,,QUEENS,"35-46 65 STREET, QUEENS (WOODSIDE), NY, 11377",,,,,40.74917810329541,-73.89763827638534,"
,  
(40.74917810329541, -73.89763827638534)"
65874905,2025-08-18 01:00:57,2025-08-18 01:20:53,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453.0,1920 WALTON AVENUE,WALTON AVENUE,EAST  177 STREET,EAST TREMONT AVENUE,EAST  177 STREET,EAST TREMONT AVENUE,ADDRESS,BRONX,WALTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-08-18T01:20:59.000,05 BRONX,2028280005.0,BRONX,1009434.0,249138.0,MOBILE,Unspecified,BRONX,,,,,,,,40.85046533985372,-73.90896964351693,"
,  
(40.85046533985372, -73.90896964351693)"
65881766,2025-08-18 01:00:55,,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,Street/Sidewalk,10023.0,150 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 66 STREET,WEST 67 STREET,WEST   66 STREET,WEST   67 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Assigned,,The Department of Homeless Services has sent a mobile outreach response team to the location.,2025-08-18T01:43:31.000,07 MANHATTAN,1011587507.0,MANHATTAN,988630.0,221684.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.77514659761228,-73.98418591467373,"
,  
(40.77514659761228, -73.98418591467373)"
65878824,2025-08-18 01:00:31,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10466.0,4031 MURDOCK AVENUE,MURDOCK AVENUE,STRANG AVENUE,EDENWALD AVENUE,STRANG AVENUE,EDENWALD AVENUE,ADDRESS,BRONX,MURDOCK AVENUE,,In Progress,,,2025-08-18T02:02:35.000,12 BRONX,2049840078.0,BRONX,1028383.0,264202.0,PHONE,Unspecified,BRONX,,,,,,,,40.89173695799061,-73.84037728242235,"
,  
(40.89173695799061, -73.84037728242235)"
65878010,2025-08-18 01:00:22,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468.0,2857 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  229 STREET,RESERVOIR AVENUE,WEST  229 STREET,RESERVOIR AVENUE,ADDRESS,BRONX,SEDGWICK AVENUE,,In Progress,,,2025-08-18T02:00:30.000,08 BRONX,2032530262.0,BRONX,1011448.0,257739.0,MOBILE,Unspecified,BRONX,,,,,,,,40.87406649993626,-73.90165491961852,"
,  
(40.87406649993626, -73.90165491961852)"
65880789,2025-08-18 01:00:20,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417.0,107 AVENUE,107 AVENUE,106 STREET,107 STREET,106 STREET,107 STREET,BLOCKFACE,,,,In Progress,,,,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
65875065,2025-08-18 01:00:17,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10460.0,1728 GARFIELD STREET,GARFIELD STREET,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,GARFIELD STREET,,In Progress,,,2025-08-18T02:21:34.000,11 BRONX,2040290044.0,BRONX,1020621.0,246439.0,PHONE,Unspecified,BRONX,,,,,,,,40.84301839215208,-73.86854768474949,"
,  
(40.84301839215208, -73.86854768474949)"
65875891,2025-08-18 01:00:11,2025-08-18 01:04:01,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10465.0,2765 SAMPSON AVENUE,SAMPSON AVENUE,HUNTINGTON AVENUE,BRINSMADE AVENUE,HUNTINGTON AVENUE,BRINSMADE AVENUE,ADDRESS,BRONX,SAMPSON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-08-18T01:04:03.000,10 BRONX,2055820001.0,BRONX,1033335.0,237682.0,ONLINE,Unspecified,BRONX,,,,,,,,40.81892146969603,-73.82266084294987,"
,  
(40.81892146969603, -73.82266084294987)"
65875797,2025-08-18 01:00:10,2025-08-18 01:05:46,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472.0,1585 EAST  174 STREET,EAST  174 STREET,EAST  173 STREET,STRATFORD AVENUE,EAST  173 STREET,STRATFORD AVENUE,ADDRESS,BRONX,EAST  174 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-08-18T01:05:49.000,09 BRONX,2038860002.0,BRONX,1018190.0,243071.0,ONLINE,Unspecified,BRONX,,,,,,,,40.833783897531376,-73.87735085307287,"
,  
(40.833783897531376, -73.87735085307287)"
65879655,2025-08-18 01:00:10,2025-08-18 01:49:21,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11220.0,745 64 STREET,64 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,64 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-08-18T01:49:24.000,10 BROOKLYN,3057940150.0,BROOKLYN,980620.0,170242.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63395078800271,-74.01307846377328,"
,  
(40.63395078800271, -74.01307846377328)"
65875130,2025-08-18 00:59:01,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11436.0,116 AVENUE,116 AVENUE,116 AVENUE,148 STREET,116 AVENUE,148 STREET,INTERSECTION,,,,In Progress,,,,12 QUEENS,,QUEENS,1041453.0,187946.0,PHONE,Unspecified,QUEENS,,,,,,,,40.68236028362384,-73.79375450574175,"
,  
(40.682360283623844, -73.79375450574175)"
65877942,2025-08-18 00:58:31,,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,10473.0,552 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,LACOMBE AVENUE,RANDALL AVENUE,LACOMBE AVENUE,RANDALL AVENUE,ADDRESS,BRONX,COMMONWEALTH AVENUE,,In Progress,,,,09 BRONX,2035200030.0,BRONX,1021756.0,236509.0,PHONE,Unspecified,BRONX,,,,,,,,40.815758669315365,-73.8645010811051,"
,  
(40.815758669315365, -73.8645010811051)"
65881687,2025-08-18 00:58:26,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451.0,825 GERARD AVENUE,GERARD AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,,,04 BRONX,2024830015.0,BRONX,1004754.0,240171.0,MOBILE,Unspecified,BRONX,,,,,,,,40.82586564519824,-73.92591342579004,"
,  
(40.825865645198235, -73.92591342579004)"
65875058,2025-08-18 00:58:15,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10460.0,1722 GARFIELD STREET,GARFIELD STREET,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,GARFIELD STREET,,In Progress,,,2025-08-18T02:19:16.000,11 BRONX,2040290042.0,BRONX,1020640.0,246416.0,ONLINE,Unspecified,BRONX,,,,,,,,40.842955185673645,-73.86847913973229,"
,  
(40.842955185673645, -73.86847913973229)"
65876631,2025-08-18 00:58:00,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10461.0,,,,,POPLAR STREET,WILLIAMSBRIDGE ROAD,INTERSECTION,BRONX,,,Open,,,,11 BRONX,,BRONX,1026551.0,247282.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.845305760774565,-73.84711016118831,"
,  
(40.845305760774565, -73.84711016118831)"
65875845,2025-08-18 00:57:33,2025-08-18 01:25:48,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226.0,2106 REGENT PLACE,REGENT PLACE,EAST   21 STREET,FLATBUSH AVENUE,EAST   21 STREET,FLATBUSH AVENUE,ADDRESS,BROOKLYN,REGENT PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-08-18T01:25:54.000,14 BROOKLYN,3051250046.0,BROOKLYN,995661.0,174719.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.646232587049774,-73.95887993774369,"
,  
(40.646232587049774, -73.95887993774369)"
65881523,2025-08-18 00:57:20,2025-08-18 01:20:39,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10453.0,102 MOUNT HOPE PLACE,MOUNT HOPE PLACE,MORRIS AVENUE,GRAND CONCOURSE,MORRIS AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,MOUNT HOPE PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-08-18T01:20:48.000,05 BRONX,,BRONX,1009683.0,248529.0,ONLINE,Unspecified,BRONX,,,,,,,,40.84879310212683,-73.90807191623458,"
,  
(40.84879310212683, -73.90807191623458)"
65876825,2025-08-18 00:57:12,2025-08-18 01:40:59,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033.0,583 WEST  177 STREET,WEST  177 STREET,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  177 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-08-18T01:41:05.000,12 MANHATTAN,1021330087.0,MANHATTAN,1002200.0,247696.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.84652514649546,-73.93512158644499,"
,  
(40.84652514649546, -73.93512158644499)"
65879428,2025-08-18 00:57:00,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10308.0,,,,,BARLOW AVENUE,FENWAY CIRCLE,INTERSECTION,STATEN ISLAND,,,Open,,,,03 STATEN ISLAND,,STATEN ISLAND,939065.0,142545.0,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.55781373845012,-74.16261082064054,"
,  
(40.557813738450115, -74.16261082064054)"
65876196,2025-08-18 00:56:36,,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11422.0,144-20 243 STREET,243 STREET,144 AVENUE,145 AVENUE,144 AVENUE,145 AVENUE,ADDRESS,ROSEDALE,243 STREET,,In Progress,,,,13 QUEENS,4135490007.0,QUEENS,1056528.0,179895.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.66015192989411,-73.73948818782227,"
,  
(40.66015192989411, -73.73948818782227)"
65880161,2025-08-18 00:56:24,2025-08-18 01:11:45,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11358.0,45-20 161 STREET,161 STREET,45 AVENUE,46 AVENUE,45 AVENUE,46 AVENUE,ADDRESS,FLUSHING,161 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,2025-08-18T01:11:48.000,07 QUEENS,4054390060.0,QUEENS,1038115.0,214659.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.75570180042257,-73.80557585824155,"
,  
(40.75570180042257, -73.80557585824155)"
65881698,2025-08-18 00:56:04,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473.0,552 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,LACOMBE AVENUE,RANDALL AVENUE,LACOMBE AVENUE,RANDALL AVENUE,ADDRESS,BRONX,COMMONWEALTH AVENUE,,In Progress,,,,09 BRONX,2035200030.0,BRONX,1021756.0,236509.0,PHONE,Unspecified,BRONX,,,,,,,,40.815758669315365,-73.8645010811051,"
,  
(40.815758669315365, -73.8645010811051)"
65877060,2025-08-18 00:56:01,,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11102.0,27-09 21 STREET,21 STREET,27 AVENUE,27 ROAD,27 AVENUE,27 ROAD,ADDRESS,ASTORIA,21 STREET,,In Progress,,,,01 QUEENS,4005430015.0,QUEENS,1004712.0,220535.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.77197029620928,-73.92612501899949,"
,  
(40.771970296209275, -73.92612501899949)"
65881771,2025-08-18 00:55:59,,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10451.0,840 GERARD AVENUE,GERARD AVENUE,EAST  158 STREET,EAST  161 STREET,EAST  158 STREET,EAST  161 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,,,04 BRONX,2024740032.0,BRONX,1004905.0,240497.0,MOBILE,Unspecified,BRONX,,,,,,,,40.82676007020834,-73.92536681805034,"
,  
(40.826760070208344, -73.92536681805034)"
65876478,2025-08-18 00:55:42,2025-08-18 01:36:48,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11101.0,52-15 35 STREET,35 STREET,BRADLEY AVENUE,STARR AVENUE,BRADLEY AVENUE,STARR AVENUE,ADDRESS,LONG ISLAND CITY,35 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,2025-08-18T01:36:53.000,02 QUEENS,4003040006.0,QUEENS,1002107.0,207447.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.7360527158086,-73.93556473509646,"
,  
(40.7360527158086, -73.93556473509646)"
65880579,2025-08-18 00:55:31,2025-08-18 01:38:21,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11221.0,847 MADISON STREET,MADISON STREET,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,MADISON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-08-18T01:38:24.000,03 BROOKLYN,3014810053.0,BROOKLYN,1005818.0,189938.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68798642660621,-73.92223004699248,"
,  
(40.68798642660621, -73.92223004699248)"
65878969,2025-08-18 00:55:16,,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10451.0,825 GERARD AVENUE,GERARD AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,GERARD AVENUE,,In Progress,,,,04 BRONX,2024830015.0,BRONX,1004754.0,240171.0,MOBILE,Unspecified,BRONX,,,,,,,,40.82586564519824,-73.92591342579004,"
,  
(40.825865645198235, -73.92591342579004)"
65875193,2025-08-18 00:55:01,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032.0,647 WEST  172 STREET,WEST  172 STREET,BROADWAY,FORT WASHINGTON AVENUE,BROADWAY,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,WEST  172 STREET,,In Progress,,,,12 MANHATTAN,1021420095.0,MANHATTAN,1000929.0,246864.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.84424404365834,-73.93971755210634,"
,  
(40.84424404365834, -73.93971755210634)"
65880326,2025-08-18 00:55:00,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11234.0,2409 MILL AVENUE,MILL AVENUE,60 PL E,MAYFAIR DR N,,,ADDRESS,BROOKLYN,,,Open,,,,18 BROOKLYN,3086540014.0,BROOKLYN,1009122.0,162071.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61148893709301,-73.91041924075513,"
,  
(40.611488937093014, -73.91041924075513)"
65880959,2025-08-18 00:54:53,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Garage or Parking Lot,Business,10024.0,WEST   79 STREET,WEST   79 STREET,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,BLOCKFACE,,,,In Progress,,,,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
